publish_date,headline_text
1,Jim Cramer: Robinhood pushed Charles Schwab to deal for TD Ameritrade
1,Facts show talk of recession is way overblown
1,Sell the pot stocks — the market is 'not what it was cracked up to be
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: I do believe that AT&T is a good stock
1,Retailers such as Kohl's 'in trouble' without better digital presence or bargains
1,Digital was key difference in rivals Home Depot
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: I say buy American Tower
1,Salesforce's Marc Benioff introduces Customer 360 Truth: The 'computer science holy grail'
1,Selling software service stocks on trade worries is a 'big mistake
1,Cramer's lightning round: Cannabis ETFs have pulled down GW Pharma
1,Airbnb could choose direct listing over IPO in 2020 — 'We don't need the money
1,Levi's CEO: 'The best innovation happens when you've got constraints'
1,'When tech stocks go down they're not necessarily out
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: I'm a buyer of Wells Fargo
1,Artificial intelligence has become a driving force in everyday life
1,Cramer's week ahead: Home Depot
1,Everything Jim Cramer said on 'Mad Money
1,Cramer: Ideological divides could make the US-China trade war 'go on for years'
1,Cramer's lightning round: I want you to buy CVS
1,Jim Cramer: Cisco
1,Viacom CEO: We will bring a 'different approach' to compete in streaming
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: I want you to own Coca-Cola
1,Big Data is the 'next frontier' for medicine
1,Investors should wait for Peloton shares to get hit in early 2020 and then 'pounce
1,Disney shares have more upside
1,The RealReal CEO says: 'We keep changing' to fend off fakes
1,PayPal CFO: Military veterans have leadership
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: I won't rule out this gold company's stock
1,I doubt the stock market can absorb much higher tariffs
1,Everything Jim Cramer said on 'Mad Money
1,The problem with income inequality is not CEO pay — it's everybody else's
1,The bulls are 'running circles around' the bears
1,Cramer's lighting round: The fossil fuels sector is in the house of pain
1,Norwegian Cruise is taking the environment 'seriously' by eliminating plastic water bottles
1,$9 billion money manager who called record run sees new highs ahead
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Microsoft is on its way to $150
1,Two stocks Jim Cramer says you should add to your kid's portfolio
1,Starbucks CEO: We plan to hire 5
1,This trend 'can help take us to new highs' this year
1,$9 billion money manager who called record run predicts more new highs for 2019
1,Everything Jim Cramer said on 'Mad Money
1,Brixmor Property Group CEO on leveraging online shopping to boost its open-air malls
1,Cramer's lightning round: Here's what to do with Virgin Galactic
1,Qorvo's strong quarter 'breathed new life' into chipmakers
1,Jim Cramer: Time to do some strategic selling after a big run in the market
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Do not buy Aurora Cannabis just yet
1,Jim Cramer issues buy call on Lyft
1,CVS CEO worries teen tobacco use is going the 'wrong way' with vaping crisis
1,There is no way Xerox can pull off a deal to buy HP
1,Everything Jim Cramer said on 'Mad Money
1,Mea culpa — Twilio CEO assures Jim Cramer 'simple math error' will never happen again
1,Jim Cramer rails on machine trading — 'the whole darned thing is a travesty'
1,Misinformation — not voting machine hacks — is biggest threat to 2020 election
1,Cramer's lightning round: Delta is good
1,Jim Cramer: These are the 3 high-yield stocks that could drive the Dow higher
1,This market is showing 'no mercy' to high-growth stocks in lieu of value names
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: The market does not like Okta right now
1,How electric scooter company OjO plans to shake up the food delivery industry
1,Jim Cramer: I'm 'suspicious' of the 'trade truce happy talk' with China
1,Stay away from Wayfair's 'toxic' stock
1,Jim Cramer: The same obstacles that scared investors drove the market to record highs
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's week ahead: Expect more record market highs on another week of earnings
1,Cramer's lighting round: Buy these stocks to play the 5G rollout
1,What Wall Street analysts got wrong about GrubHub
1,Treat the pullback in homebuilder stocks as an opportunity to 'pounce
1,Stocks surge on strong jobs report—here's what top economists are saying
1,Everything Jim Cramer said on 'Mad Money
1,Jim Cramer says investors should view Thursday's market pullback 'as a gift'
1,Columbia Sportswear CEO: There are better 'sourcing countries' than China
1,Cramer's lightning round: The oil stocks are 'just a bummer'
1,Everything Jim Cramer said on 'Mad Money
1,Jim Cramer: Investors must consider these two critical factors affecting Facebook and Apple
1,Cramer: This biotech stock could be worth over $100 billion on an FDA approval
1,Cramer's lightning round: Marvell Technology is the best play on 5G
1,Jim Cramer: Spotify has 'no bear case' after 'game changer' quarter
1,Wingstop CEO bets on advertising
1,Everything Jim Cramer said on 'Mad Money
1,Zebra Technologies CEO: We're moving more supply chains out of China as new tariffs loom
1,Cramer's lightning round: Don't expect anything great from GE's quarter
1,Uber's lockup expiration could 'hobble the entire market' even more than Beyond Meat
1,Jim Cramer says a company 'will try to acquire' Twitter if the stock keeps tumbling
1,Everything Jim Cramer said on 'Mad Money
1,Jim Cramer: 5 reasons why cyclical stocks are showing resilience and may go higher
1,JEDI contract means a lot more for Microsoft than for Amazon
1,Cramer's lightning round: Wendy's is in 'good shape
1,Jim Cramer says performances of these luxury brand names show the 'consumer's in great shape'
1,Jim Cramer breaks down what's driving the stock market's rally toward all-time highs
1,Cramer's week ahead: Alphabet
1,Everything Jim Cramer said 'Mad Money
1,Cramer's lightning round: I don't want to be in Del Taco when McDonald's is down
1,Sallie Krawcheck: 'More money in the hands of women' is one of the best ways to improve the economy
1,Assessing the Honeywell spinoff one year later — stocks to buy and not
1,American Airlines CEO says 737 Max 'damages' should hit Boeing shareholders
1,S&P returns could be 'quite low' for the next few years: Investor
1,Everything Jim Cramer said on 'Mad Money
1,Some software stocks are worth buying on the pullback
1,Cramer's lightning: Aurora is just a speculative stock
1,How to decipher stocks worth owning this earnings season
1,Centene CEO predicts the Supreme Court will uphold Obamacare 7-2 if it gets there
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Exact Sciences is close to calling a bottom
1,ServiceNow CEO: Businesses still spending on digital despite Brexit
1,Companies founded only by women receive 3% of venture capital. This firm aims to change that
1,Earnings season has reached 'maximum disorientation
1,CSX CEO explains how a new business model brought efficiency to the railroad company
1,This investment 'could do a lot of damage to your portfolio
1,Everything Jim Cramer said on 'Mad Money
1,Hasbro in Q4 has 'come out of the gates' strongly
1,Cramer's lightning round: Hold on to this 'never-talked-about company'
1,Lightning will never 'strike' an index fund like it did Biogen on Tuesday
1,'Stay the course': Stocks can climb another 10% by end of 2020
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: The secret to buying Merck around earnings
1,Apple is on fire and helping the chip stocks rally
1,Jim Cramer warns that this bearish scenario in the S&P 500 is 'on the table'
1,StockX's new CEO tells Jim Cramer going public is 'certainly our objective as a company'
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's week ahead: McDonald's
1,Cramer's lightning round: Beyond Meat is still a sell
1,Let's swap Netflix for Microsoft
1,Why Fundstrat's managing partner says 2019 is the best year in 20 years for markets
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: The market determined SmileDirectClub is a sell
1,Jim Cramer says stock market will 'blast' past current levels if trade questions are resolved
1,Do not own or short Netflix here — 'ring the register
1,'These not-as-bad-as-feared quarters are good news for shareholders
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Canopy needs a packaged goods CEO
1,Salesforce's Marc Benioff on the future of Big Tech: 'Capitalism needs guardrails'
1,The big banks have become the ideal stocks for this market
1,Overcoming these three things could spark a year-end rally
1,Experts are split on where the S&P 500 is headed next as earnings kick off
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: MGM's gambling and sports plans are 'spectacular'
1,Wendy's CEO to Jim Cramer: 'We have a menu that can compete' in breakfast
1,Cramer's week ahead: It is shaping up to be a good week for earnings
1,Retail legend Mickey Drexler on how clothing companies can succeed in today's environment
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: We are against private prison stocks
1,Jim Cramer makes major shift: Buy a small portion in Bed Bath & Beyond
1,CEO of Spam maker Hormel: Our 'food journey' is linked to improving our environmental impact
1,Jim Cramer reveals a rubric for finding stocks in this 'treacherous market'
1,New highs are in store for the S&P 500 this year according to this chart
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Roku should never have spiked so high
1,Jim Cramer: Chart analyst warns the S&P 500 is 'cruising for a bruising'
1,'Timing couldn't have been worse' for the Trump administration to issue bans on China: Jim Cramer
1,Domino's Pizza CEO says there is 'irrational pricing' in the rival third-party delivery marketplace
1,October's market 'trick' could turn into a 'treat' for investors by year-end
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Disney 'has a great long-term situation brewing'
1,Jim Cramer doubles down on Cedar Fair after Six Flags bid rejected
1,Tune out the bears — We can 'make it through a garden-variety slowdown
1,Jim Cramer: Investors who bailed on Costco's misleading quarter made a costly mistake
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: I think Nike goes higher
1,Jim Cramer: I think this is the time to start buying shares of Clorox
1,Stitch Fix CEO says the online-styling company could feel impact of future tariffs hike
1,Cramer's week ahead: Prepare for companies to adjust forecasts to new round of tariffs
1,September's unemployment rate hit a 50-year-low —Five economists on what this means for markets
1,Everything Jim Cramer said on 'Mad Money
1,Trade wars with the EU
1,Cramer's lightning round: There's a reason Square is not moving higher
1,Ulta Beauty had a rough few weeks
1,Constellation CEO says stock fell on earnings after Canopy losses 'mixed up' investors
1,Jim Cramer explains how to judge this earnings season: 'Not as bad as feared'
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: You can slowly pick at Trade Desk as it goes down
1,Paychex CEO to Jim Cramer: Small business hiring picked up in September despite slowdown worries
1,In this unpredictable market
1,Jim Cramer says his favorite indicator 'isn't down enough for me to turn positive'
1,Everything Jim Cramer said on 'Mad Money
1,ConEd CEO explains how utility stocks react to interest rates — It's 'a knife that cuts both ways'
1,Cramer's lightning round: 'I'm not a Netflix fan
1,Jim Cramer says this is 'a good time to start looking for stocks to buy into weakness'
1,Jim Cramer: It should be harder for Chinese companies to go public in the US
1,Cramer Remix: The fundamentals of evaluating stock moves
1,Everything Jim Cramer said on 'Mad Money
1,Jim Cramer: These foreign drug stocks are worth betting on over domestics
1,Cramer's lightning round: 'Peloton's stinking up the joint'
1,Jim Cramer's week ahead: We need more downside before I'm ready to get more positive
1,Everything Jim Cramer said on 'Mad Money
1,Cramer: Put recession fears aside and buy these 2 office furniture stocks
1,Millennial home buying is trending up with 'demographic tailwinds': Taylor Morrison CEO
1,Jim Cramer breaks down Peloton's IPO
1,Cramer's lightning round: Lyft is looking like a tax-loss play
1,Wall Street is 'terrified' of Elizabeth Warren — Jim Cramer says buy dips in health-care stocks
1,Resolved trade war would mean better industrial sector: Portfolio manager
1,Jim Cramer: How Nike keeps delivering results
1,Apeel Sciences CEO tells Jim Cramer how they save your fruit while saving grocery stores money
1,Twilio CEO shrugs off stock woes in interview with Jim Cramer — 'We just focus on the long term'
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Shake Shack is hot — buy it on a pullback
1,Everything Jim Cramer on 'Mad Money
1,GW Pharma to launch first CBD-based epilepsy drug in Europe 'over the next year or two
1,Jim Cramer on the impact of impeachment on the market: 'We've seen this movie before'
1,Bob Iger tells Jim Cramer why Disney did not buy Twitter — 'I got cold feet for the right reasons'
1,Everything Jim Cramer said on 'Mad Money
1,Canopy Growth CEO: 'We're ready to launch vape products into Canada'
1,Cramer's lightning round: PayPal has a lot of potential 'upside'
1,The days of sharp
1,Jim Cramer warns of dot-com era parallels: 'This is not a normal market
1,'I'm actually excited' about the iPhone's prospects in China
1,Zscaler CEO shrugs off Palo Alto Networks: 'They feel the pain and they try to attack everyone'
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's week ahead: Don't listen to Fed talk; understand the state of the economy
1,Cramer's lightning round: I think this stock is 'dead in the water'
1,Why Jim Cramer thinks Wall Street will 'anoint' Chipotle in the fourth quarter
1,Jim Cramer says Bernstein's downgrade on Costco creates a buying opportunity
1,Everything Jim Cramer said on 'Mad Money
1,Why Jim Cramer thinks it's time to sell some of your oil stocks
1,Cramer's lightning round: Buy AT&T right here
1,Blackstone's Byron Wien: Beyond 2019
1,Everything Jim Cramer said on 'Mad Money
1,Agco CEO explains how his agricultural company has avoided big losses from US-China trade war
1,Cramer's lightning round: I think GE will be higher a year from now
1,Banks rallied on a Fed cut
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: Managed care stock fears could be 'overdone'
1,Jim Cramer: 'Stand pat
1,Pelosi explains what role business could play in bringing about social change
1,Charts show Microsoft
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's lightning round: When investors should pull the trigger on Ulta Beauty
1,Jim Cramer reveals 'quick and dirty' Wall Street tricks for buying cloud stocks
1,CEO says Paxos offers investors 'confidence of a bank
1,Jim Cramer explains how the market was able to virtually shrug off a major oil shock
1,Bitcoin's heading to a new all-time high along with the S&P 500
1,Why Jim Cramer says investing in SmileDirectClub is a difficult decision
1,Cramer flags stocks held 'hostage' by trade — and others worth looking at
1,Cramer's game plan: Expect the unexpected from both Powell and Trump
1,Everlane needed to open stores because 'basically' no online-only companies are profitable
1,Cramer's favorite market indicator is signaling that stocks are 'way overbought'
1,Cramer: Investors buying stocks on trade optimism are totally misreading the situation
1,Jim Cramer: These are the 5 stocks you should buy right now
1,Square's stock is hurting
1,Why Jim Cramer thinks Apple's new iPhone 11 could be a boon to Facebook's Instagram
1,Everything Jim Cramer said on 'Mad Money
1,Buy the stocks of high-quality companies in the market that investors are dumping
1,Charts show gold
1,Jim Cramer endorses Elliott Management's stake in AT&T: 'I bet the upside is huge'
1,Cramer's lightning round: I no longer trust Schlumberger
1,Everything Jim Cramer said on 'Mad Money
1,Dollar Tree CEO on mitigating tariffs on Chinese imports: 'We play hardball'
1,Cramer's lightning round: Wait a few days
1,Jim Cramer breaks down the stocks investors are rotating to on trade and Fed hopes
1,Everything Jim Cramer said on 'Mad Money
1,Cramer's Exec Cut: Data-driven changes at Netflix
1,The charts show Amazon's stock is bottoming
1,Cramer's lightning round: Neogenomics
1,Cramer's week ahead: The bond market is 'begging' the Fed to 'slash and burn' rates
1,Everything Jim Cramer said about stocks on 'Mad Money
1,Used-car dealer Carvana CEO on worries about profitability: 'We're growing very fast'
1,Jim Cramer makes his top stock picks in his annual 'fantasy portfolio' draft
1,Cramer's lightning round: Netflix is my least-favorite FAANG stock
1,Good economic data triggered a 'sea change' in investments on Wall Street: Jim Cramer
1,Cramer Remix: How my father's mistakes inspired me to buy stocks
1,Cramer: I used the stock market to pay for Harvard Law School
1,Cramer's top 4 rules for owning stocks
1,The evolution of Jim Cramer's 'Mad Money': From stock picking to stock educating
1,This S&P 500 chart just sent a screaming sell signal—here's how to trade it
1,Cramer Remix: How brand names can help you find long-term winners
1,Cramer explains why investing for kids can have a huge payoff
1,Cramer shares a little-known investing concept critical to buying stocks
1,Cramer's advice for investing in your 20s
1,How this 'reluctant investor' overcame her fear and discovered the power of investing
1,Cramer Remix: I think Wendy's is a star
1,Cramer: 3 charts show investors should get ready for a big rally in the stock market in September
1,Cramer's lightning round: Discipline says sell some of the hot Enphase stock
1,Jim Cramer breaks down recession fears — 'I think the yield curve linkage is wrong'
1,Nestle CEO explains the company's sustainability initiatives — 'one of our big themes is recycling'
1,Cramer Remix: Why the Johnson & Johnson fine isn't so bad for the company
1,Cramer's lightning round: Financial stocks are off limits until the yield curve improves
1,Cramer says investors should 'be prepared for more pain' and 'be able to buy that pain'
1,Starbucks CEO sees no signs of a looming recession - 'We're firing on all cylinders'
1,When it comes to Chick-fil-A versus Popeyes
1,Cramer Remix: I'd be a buyer of VMware on weakness
1,Cramer's lightning round: The utility stock you want to own and hold
1,Digital wave and values-based business are driving Salesforce's growth
1,There is enough economic data for the Fed to warrant a rate cut
1,Cramer Remix: Lowe's rally was fueled by more than just a strong quarter
1,Cramer's primer on cloud stocks: You must know the company if you want to own it
1,Payroll service CEO sees no deterioration of growth in medium-sized businesses
1,Cramer: Underlying economy is good
1,Cramer Remix: Don't be alarmed by IAC's spin-off talk
1,Cramer calls Estee Lauder the 'stock market equivalent of the Patriots'
1,Cramer's lightning round: Cronos
1,Cramer: Trump should heed Home Depot's warnings about the consumer and make a trade deal
1,Cramer Remix: The amusement park stock that'll bring income to your portfolio
1,A generational shift in consumer tastes is a boon for these retailers
1,Cramer's lightning round: The reason investors should own Microsoft
1,Company earnings give a better read on the economy than the bond market
1,Cramer's Exec Cut: Challenging conventional wisdom to succeed
1,Cramer Remix: If I had a hammer
1,As investor confidence crumbles
1,Cramer's lightning round: Everyone should put 10% of their money in gold
1,Cramer: Expect more volatility until the bond market finds some stability
1,Cramer Remix: Macy's ugly fiscal Q2 is not reflective of consumer health
1,CEO reveals why Village Farms has an investor edge in the weed market
1,Cramer's lightning round: Expect a 'little more weakness' in this group
1,Cramer: Retail is getting hammered
1,Cramer: Sell some stocks
1,What it would take for Trump to agree to a deal with China
1,Cramer Remix: A surprise beneficiary of Trump's tariff delay
1,Cramer breaks down the biggest winning stocks from Trump's tariff delay
1,Cramer's lightning round: Own Lockheed Martin. It's going to go up
1,Cramer: Trump's tariff delay short squeezed stocks to spark a rally
1,The 'fear gauge' shows the market could be headed for 'choppy waters
1,Cramer Remix: The stocks worth owning once the coast is clear
1,CEO of K-cup maker Keurig: Single pods in the US will be recyclable by the end of next year
1,The economy is not falling into a recession
1,Grand Theft Auto maker CEO: It's 'disrespectful' to blame gun violence on entertainment
1,Cramer's lightning round: When Delta's stock will be worth a look
1,CEO of animal health firm PetIQ says Walmart
1,Cramer: These two digital health stocks you can buy at a massive discount
1,Cramer says a 'set of bogus worries' spooked investors out of stocks this week
1,Bausch Health CEO: Big Pharma will survive US drug regulations
1,GW Pharma CEO: More education needed on real health benefits of drugs derived from cannabis
1,Cramer: Action in the bond market does not mean a recession is 'around the corner'
1,Cramer Remix: Tariffs will not send the US into recession
1,Cramer's lightning round: Expect eBay to get a big deal for StubHub
1,Cramer: Don't break these rules if you want your stock portfolio to make money
1,Etsy CEO says its second-quarter results will prove to be a 'breakthrough quarter'
1,Cramer explains what must happen before the market can sustain a rally
1,Cramer Remix: Why Microsoft is the best of the large-cap stocks
1,Aphria CEO explains the biggest opportunity in the Canadian weed business
1,Cramer reveals 7 sectors of opportunity amid steep market-wide sell-off
1,Cramer says it's time to slowly buy stocks — 'Nobody ever made a dime panicking'
1,What to do with your 401(k) as the market tanks
1,Cramer Remix: You don't need a roaring economy for this stock to do well
1,Cramer: The market may sell off more — buy these stocks on a dip
1,Cramer's lightning round: Hold on to Chipotle — It has no China worries
1,Cell tower CEO explains how the 5G rush 'lengthens and strengthens' our growth rate
1,Cramer: New tariffs and forecast cuts are coming — Here's how to play it
1,Fed rate cut
1,Cramer Remix: The two apparel stocks you need to consider
1,Apple needs new analysts that know how to cover its services business
1,Weed industry scandals show why investors must be 'selective' about their buys
1,Cramer reviews the top July performers on the Dow Jones and S&P 500
1,Cramer Remix: Levi's stock is flashing a buy signal
1,Cramer explains why investors should be patient before buying agribusiness Corteva
1,Wall Street should get ready for Trump to slap more tariffs on China
1,Cramer's lightning round: The reason why Canopy's stock is dragging
1,Cramer Remix: Starbucks' stock is heating up with more room to run
1,Cramer's lightning round: Red Hat's Jim Whitehurst is 'changing the culture' at IBM
1,The charts show Amazon's stock can break through record highs: Cramer
1,Cramer: Get ready to buy these stocks as the market awaits a rate cut
1,Canadian gold mine CEO: 'Gold blossoms' in a low-interest rate economy
1,Cramer Remix: The tale of two economies
1,Cramer's lightning round: This stock is the No. 1 play on 5G
1,Invisalign maker falls short in China
1,Cramer: Weakness in the industrial economy could push the Fed to cut rates
1,Royal Caribbean is growing in China despite the economic slowdown — here's why
1,Cramer Remix: This food stock has gone stale
1,Cramer's lightning round: Twilio's stock price is high. It's still a buy
1,Cramer explains why cyclical companies like Caterpillar turn out to be losers
1,Cramer calls L3Harris the best defense play to own. Here's when to pull the trigger
1,Cramer: Trump's government has become the wildcard wreaking havoc in this market
1,Cramer Remix: Don't rely on another's viewpoint when managing your portfolio
1,Cramer's lightning round: You're not a pig — 'This is not the level to sell eBay'
1,Cramer: Hershey is 'king of snacking
1,Cramer: The market is starting to look like the 1980s
1,Cramer Remix: The most important semiconductor bellwether has people talking
1,Cramer's lightning round: We remain very bearish on natural gas
1,Morgan Stanley's bullish call on Apple ahead of earnings defies conventional wisdom
1,Home Depot CFO reveals the one millennial homeowner habit that is 'music to our ears'
1,Expert explains what he's watching out for this earnings season
1,Cramer Remix: If the Fed cuts rates
1,Cramer's lightning round: The autos aren't so hot
1,GrubHub is a bad buy
1,Cramer's rundown of earnings next week: Buy Chipotle
1,Cramer Remix: Don't make this mistake during earnings season
1,Cramer's lightning round: I congratulate Elon Musk for making a lot of cars
1,Bank of America CEO on the importance of digital banking: 'The numbers are just rolling'
1,Cramer: IBM earnings prove the company paid the right price for Red Hat
1,Cramer: Netflix went from 'easy money to hard money' in one fell swoop
1,Cramer Remix: These big banks are buys even in this interest rate environment
1,Cramer's lightning round: Amazon
1,Cramer: Sam Adams-parent Boston Beer is the comeback stock to own
1,Facebook needs to drop Libra and buy Square
1,Cramer: Earnings suggest business and consumer economies are 'out of sync'
1,Charts show the S&P 500 could be due for a correction
1,Cramer Remix: Now is your chance to buy into this miraculous turnaround story
1,Cramer's lightning round: Trust this CEO who has the 'Midas touch'
1,Cramer explains how the Fed is creating buying opportunities
1,Domino's CEO says investors are subsidizing third-party delivery
1,Cramer Remix: What to make of the inverted yield curve this earnings season
1,Cramer's lightning round: 'This is the No. 1 5G name'
1,Jim Cramer reviews 6 stocks that 'have been anointed by Wall Street' amid an economic slowdown
1,Cramer's guide to earnings season: Don't try to outsmart the system — it's 'always rough'
1,Tech stocks led the S&P 500 from 2
1,Why tech stocks could continue to see huge growth
1,Cramer Remix: The stamp of approval to start buying FedEx
1,There has been a paradigm shift in the weed industry
1,Cramer's lightning round: People doubted this stock
1,Tellurian chairman: The Permian Basin is the 'swing producer in the world'
1,Jim Cramer introduces 'WATCH
1,Cramer Remix: Levi's quarter flashed a warning sign
1,Cramer's lightning round: Pick the best of breed over this spec stock
1,The 2019 IPOs will have a correction 'sooner or later
1,Jim Cramer gives 5 reasons why Wednesday's rally wasn't an 'engineered' bubble
1,S&P 500 crosses 3
1,Cramer Remix: Look out Amazon
1,Cramer's lightning round: 'Bank of America is incredibly cheap'
1,Cramer: We have 'real reason to be worried' about the global economy
1,Cramer: Four stocks are putting up a fight against Amazon in retail
1,CEO Ginni Rometty: Red Hat's open-source software 'is a play that helps all of IBM'
1,Cramer Remix: Why to own individual retail stocks over the sector ETF
1,Cramer's lightning round: We're going to bet on GE and CEO Larry Culp
1,Symantec acquisition would give Broadcom a 'potent combination
1,Forget the Fed — Cramer explains what to look for this earnings season
1,Constellation Brands CEO reveals why Bruce Linton
1,Cramer Remix: A warm welcome for the latest fintech play
1,Cramer reveals winners and losers in Trump's Huawei blacklist reversal
1,One signal shows the S&P 500 and Apple can surge double digits: Cramer
1,Cramer: Tech stocks are overvalued
1,Cramer Remix: I'd downgrade 100 stocks before ditching Lululemon
1,Cramer's lightning round: Why own Intel when you can own AMD?
1,S&P hits record high after US–China trade truce—5 experts weigh in on what's next for markets
1,Jim Cramer breaks down The RealReal's IPO and explains the right time pull the trigger
1,The halfway mark: Cramer maps where the top S&P and Dow stocks are headed
1,Jim Cramer on how skeptical investors keep carrying the bull market higher
1,Cramer: Dell's stock is 'ridiculously cheap' despite being 'shackled' by investors on China fears
1,Cramer: Between G-20
1,This could be 'the next shoe to drop' with stocks at all-time highs
1,Cramer Remix: I think this pharma distributor is a house of pain
1,Cramer's lightning round: Lockheed Martin is the one you have to own
1,MongoDB CEO explains where the company has an edge over database giant Oracle
1,Caterpillar CEO on China trade war fears: We're 'still meeting our forecast'
1,Cramer: How to play the top Dow stocks ahead of China trade talks
1,Cramer Remix: Adobe is the way to play the 'golden age of creativity'
1,Cramer's lightning round: Signet Jewelers is still in the 'penalty box'
1,Cramer: Slack could go on a run when it debuts — stay disciplined about the stock
1,Cramer: The Fed pleased investors
1,Cramer Remix: Libra is a 'genuinely positive thing' for Facebook
1,Cramer's lightning round: I think you should buy shares of Spotify
1,Starbucks and Dunkin' are 'defying the bears' — buy on a dip
1,Tariffs hurt the economy
1,Don't be too optimistic that trade talks will progress at G-20: Cramer
1,Cramer Remix: What I'm expecting from the Fed on Wednesday
1,'The rally could last a lot longer than most people expect
1,IFF CEO on the impacts of Brexit and China tariffs on business
1,Jim Cramer shuffles his 'Humanization of Pets ETF' — 'It's paid off in 2019'
1,The Shanghai index is making a 'major turnabout': Daryl Guppy
1,Cramer Remix: I don't like this stock because of its exposure to US malls
1,Cramer's lightning round: Resmed had a hiccup. That was a chance to buy
1,Furniture retailer RH: China tariffs are just 'short-term noise'
1,Jim Cramer: Put Chewy on the shopping list and buy it on a pullback
1,Cramer on the week ahead: Watch for Fed signals and Trump's Twitter
1,Cramer Remix: Thermo Fisher and Danaher are in a sweet spot to buy
1,Dexcom CEO teases a diabetes collaboration with Apple Watch
1,Cramer's lightning round: Ball is in a duopoly. It's a 'total windfall'
1,Cramer: Shares of Michael Kors' parent company are cheap — go with the bulls
1,Jim Cramer reviews which retail stocks are working and which you should stay away from
1,Cramer Remix: Put new IPO Revolve on your shopping list
1,Cramer's lightning round: This stock is just too cheap. You should buy
1,Leading mortgage lender Quicken Loans sees record loan volumes
1,Cramer: Hershey's turnaround came at the right time
1,Cramer: Here's how to spot the market bottom and maximize returns in your portfolio
1,Cramer Remix: These stocks should be bought in this environment
1,Cramer's lightning round: Yeti is 'undervalued' and a 'long-time hold'
1,The charts warn that stocks are due for a pullback
1,Tableau CEO breaks down how the company will operate within Salesforce
1,Cramer: 'The bull is fatigued
1,The S&P 500 could fall to the 2
1,Cramer Remix: The June Swoon talk is useless
1,Cramer's lightning round: Don't buy Roku here — it's due for pullback
1,Salesforce's Marc Benioff defends Tableau deal: They 'didn't want our cash'
1,Cramer: Beware of froth — 'it may be too late to put new money to work'
1,Cramer Remix: I don't like the fossil fuel stocks
1,Cramer's lightning round: Tesla is just 'too darn hard' to recommend
1,Cramer gives 'two cheers' to Zoom and Beyond Meat
1,Cramer ranks his top 7 video streaming services
1,Cramer's week ahead: The market can go higher if Trump makes trade progress with Mexico
1,Salesforce CEO supports probing big tech
1,Art Cashin: Markets expect Trump's Mexico tariff to last only about a week
1,Cramer Remix: Estee Lauder is the only company doing 'fine' in China
1,Cramer's lightning round: Moderna is speculative
1,Cramer breaks down why FleetCor is a 'terrific' buy-and-hold fintech play
1,Investors are betting a recession is coming
1,It's not time for the Fed to cut yet
1,'Exploit the volatility' in the markets
1,Cramer Remix: Why big tech stocks are out of luck here
1,Cramer's lightning round: I should've gotten behind this stock when it was lower
1,Salesforce's Benioff: 'Massive' digital transformation is driving our growth
1,Chipotle CFO shrugs off potential $15 million hit from Mexican tariffs — This 'won't impact us'
1,'Don't get overconfident' after Tuesday's big rally
1,Tesla just finished its best day of the year
1,Cramer Remix: Put VF Corp on your shopping list
1,Cramer's lightning round: 'Wendy's is one of my absolute favorites'
1,Wingstop CEO says digital technology gives the chicken wing chain an edge over competitors
1,Brinks CEO: $160 billion cannabis industry
1,Cramer: Trump's going after business
1,Cramer Remix: Presume Trump will go through with tariffs on Mexico
1,Cramer's lightning round: Aramark is in the 'penalty box'
1,IBM CEO: AI-driven jobs are coming
1,Okta CEO says cloud company has a 'close eye' on tariffs
1,Cramer's week ahead: Only game-changing data can counter Trump's surprise tariffs on Mexico
1,Cramer Remix: Spotting stocks that will rise from the retail wreckage
1,Pioneer CEO says the natural gas company avoided a downturn in prices by shipping out to California
1,Canopy expects to see the next cannabis breakthrough in 24 months
1,Not sure if a stock is worth buying at current levels? Follow Jim Cramer's checklist
1,Cramer Remix: I think this is a great spec play that could get acquired
